incident_month,incident_year,injury_severity,latitude,longitude,month_year,shark_behaviour_generic,shark_behaviour_specific,site_category_cleaned,state_names,victim_injury,location,provoked_unprovoked,victim_gender,victim_activity,shark_common_name,shark_scientific_name,no_sharks,reference,injury_location,data_source,shark_identification_method,shark_behaviour,victim_age
9,1933,major_lacerations,-10.566666666666666,142.21666666666667,1933-09-01,bit_leg,bit_leg,island_open_ocean,Queensland,fatal,"thursday island, torre strait",provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,"western herald 5.9.1933, cairns post 29.11.1933",thigh,media outlet,direct observation,bit victim on leg,
10,1933,major_lacerations,-14.15,144.5,1933-10-01,unknown,unknown,coastal,Queensland,injured,"barrow point, 100 km north of cooktown",provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,"green, shark&survl, courier mail 25.10.1933","arm, hand",media outlet,unknown,unknown,17.0
10,1933,minor_lacerations,-29.1,153.43333333333334,1933-10-01,bit_foot,bit_foot,coastal,New South Wales,injured,evans head,provoked,male,swimming,wobbegong,Orectolobidae,1.0,northern star 4.10.1933,foot,media outlet,"bite analysis, shark behaviour, geographical location",bit foot,
1,1934,minor_lacerations,-33.983333333333334,151.06666666666666,1934-01-01,bit_torso,bit_torso_arm,river,New South Wales,injured,"georges river,",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,"green, sharpe, stead 1963, smh 29.1.1934","arm, torso",media outlet,"bite analysis, shark behaviour, geographical location",bit victim on torso & arm,15.0
1,1934,major_lacerations,-33.78333333333333,151.28333333333333,1934-01-01,bit_leg,bit_leg,coastal,New South Wales,injured,"queenscliff beach, sydney",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,"sharpe, green, shark&survl, smh 8.1.1934",leg,media outlet,"shark behaviour, geographical location, direct observation",bit victim on leg,22.0
1,1934,nan,-20,148.45,1934-01-01,attacked,attacked,island_open_ocean,Queensland,uninjured,"gloucester island, bowen",provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,the queenslander 5.7.1934,other: uninjured,media outlet,"shark behaviour, geographical location, direct observation",attacked victim,
2,1934,abrasion,-10.6,142.61666666666667,1934-02-01,attempted_bite,attempted_bite,island_open_ocean,Queensland,injured,"torres strait, adolphus channel ",provoked,male,spearfishing,tiger shark,Galeocerdo cuvier ,2.0,"sharpe, green, baldridge",thigh,book,direct observation,attempted to bite leg,
3,1934,major_lacerations,-33.75,151.3,1934-03-01,bit_victim_on_legs,bit_victim_on_legs,coastal,New South Wales,fatal,"dee why beach, sydney",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,"baldridge, green, smh & the telegraph 13.3.1934","leg, pelvic region",media outlet,"shark behaviour, geographical location, direct observation",bit victim on legs,17.0
4,1934,minor_lacerations,-28.15,153.48333333333332,1934-04-01,bit_leg,bit_leg,coastal,Queensland,injured,"currumbin beach, gold coast",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,"green, shark&survl, whitely, the courier mail 16.4.1934",calf,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim on leg,34.0
4,1934,major_lacerations,-33.78333333333333,151.28333333333333,1934-04-01,bit_leg,bit_leg,coastal,New South Wales,fatal,"manly, north steyne, sydney",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,"sharpe, green, smh 2.4.1934","leg, torso",media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,16.0
8,1934,nan,-18.233333333333334,146.31666666666666,1934-08-01,bit_other,bit_victim_on_body,coastal,Queensland,fatal,"cardwell, off eva island",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,3.0,"green, whitely, newspapers, the argus 27.8.1934",torso,media outlet,"shark behaviour, geographical location, direct observation",bit victim on body,
10,1934,major_lacerations,-9.966666666666667,143.26666666666668,1934-10-01,bit_victim_on_arm,bit_victim_on_arm,island_open_ocean,Queensland,fatal,"torres strait, warrior reef",provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,,"coppleson 1958, cairns post 12.12.1934",arm,media outlet,"shark behaviour, geographical location",bit  victim on arm,
10,1934,major_lacerations,-11.666666666666666,132.51666666666668,1934-10-01,bit_leg,bit_leg,coastal,Northern Territory,fatal,"red cliff, cobourg peninsula",unprovoked,female,swimming,tiger shark,Galeocerdo cuvier ,1.0,"northern standard 26.10.1934, smh 1934","arm, torso, thigh",media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim on leg,
12,1934,major_lacerations,-33.95,151.96666666666667,1934-12-01,bit_arm,bit_arm,river,New South Wales,injured,"georges river, milpera, sydney",unprovoked,female,swimming,bull shark,Carcharhinus leucas,1.0,"sharpe, green, shark&survl, the canberra times 1.1.1935",arm,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on arms,13.0
12,1934,major_lacerations,-33.93333333333333,150.96666666666667,1934-12-01,bit_leg,bit_leg,river,New South Wales,fatal,"georges river, milperra bridge",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,"sharpe, green, the canberra times 1.1.1935",calf,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,20.0
12,1934,nan,-33.483333333333334,151.3,1934-12-01,bit_other,bit_victim_on_body,estuary_harbour,New South Wales,fatal,"brisbane waters, woy woy",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,"sharpe, green, whitely, smh 24.12.1934",torso,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on body,14.0
12,1934,abrasion,-33.483333333333334,151.3,1934-12-01,grazed,grazed,estuary_harbour,New South Wales,injured,"brisbane waters, woy woy",unprovoked,female,swimming,bull shark,Carcharhinus leucas,1.0,"sharpe. baldridge. coppleson, the canberra times 24.12.1934",leg,media outlet,"bite analysis, shark behaviour, geographical location",grazed victim with fin,12.0
1,1935,nan,-10.566666666666666,142.21666666666667,1935-01-01,unknown,unknown,island_open_ocean,Queensland,fatal,"thursday island, torre strait",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,,whitely. date?,unknown,book,"bite analysis, shark behaviour, geographical location, direct observation",unknown,
2,1935,minor_lacerations,-34.3,150.93333333333334,1935-02-01,unknown,unknown,coastal,New South Wales,injured,"austinmer beach, wollongong",unprovoked,male,boarding,white shark,Carcharodon carcharias ,1.0,"coppleson, green. whitley, the argus 15.2.1935",thigh,media outlet,bite analysis,unknown,20.0
3,1935,major_lacerations,-33.93333333333333,151.25,1935-03-01,bit_torso,bit_torso,coastal,New South Wales,fatal,"maroubra beach, sydney",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,"coppleson, green, sharpe, the canberra times 11.3.1935","arm, torso, pelvic region",media outlet,"bite analysis, shark behaviour, geographical location",bit victim on torso,
3,1935,other_teeth_marks,-21.166666666666668,149.23333333333332,1935-03-01,bit_other,bit_victim_on_body,coastal,Queensland,injured,mackay (100 mile south),unprovoked,male,snorkelling,whaler shark,Carcharhinidae,1.0,"green, shark&survl, whitely, the argus 1.4.1935","leg, pelvic region",media outlet,"bite analysis, shark behaviour, geographical location",bit victim on body,
3,1935,major_lacerations,-14.666666666666666,145.45,1935-03-01,bit_thigh,bit_thigh,island_open_ocean,Queensland,injured,lizard island,provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,"green, whitely, the argus 20.3.1935","hand, thigh",media outlet,unknown,bit thigh,
3,1935,major_lacerations,-33.7,151.3,1935-03-01,bit_leg,bit_leg,coastal,New South Wales,fatal,"north narrabeen, sydney",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,"sharpe, green, the canberra times 4.3.1935",thigh,media outlet,unknown,bit victim on leg,22.0
5,1935,minor_lacerations,-9.4,142.66666666666666,1935-05-01,unknown,unknown,island_open_ocean,Queensland,injured,"torres strait, warrior reef",provoked,male,snorkelling,whaler shark,Carcharhinidae,,"green, whitely.","arm, hand",book,"bite analysis, shark behaviour, geographical location",unknown,
8,1935,major_lacerations,-9.4,142.66666666666666,1935-08-01,unknown,unknown,coastal,Queensland,fatal,"torres strait, yule entrance",provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,the western australian 27.8.1935,thigh,media outlet,"bite analysis, shark behaviour",unknown,
11,1935,minor_lacerations,-17.533333333333335,146.01666666666668,1935-11-01,bit_torso,bit_torso,island_open_ocean,Queensland,injured,innisfail (near),provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,"green, shark&survl, the canberra times 15.11.1935","arm, shoulder",media outlet,"bite analysis, shark behaviour",bit victim on torso,
1,1936,nan,-33.88333333333333,151.26666666666668,1936-01-01,swam_at_victim,swam_at_victim,coastal,New South Wales,uninjured,"bondi beach north, sydney",provoked,male,boarding,white shark,Carcharodon carcharias ,1.0,coppleson 1988ed. p. 59.,other: uninjured,book,unknown,swam towards victim,
1,1936,major_lacerations,-20.666666666666668,117.18333333333334,1936-01-01,bit_leg,bit_leg,coastal,Western Australia,injured,"depuch island, cossack creek, dampier",provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,"shark&survl, whitely.  date?",leg,book,"bite analysis, shark behaviour",bit victim on leg,
1,1936,nan,-34.9,137,1936-01-01,bit_other,bit_victim_on_body,coastal,South Australia,fatal,"west beach, adelaide",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,"sharpe, green, the argus 23.1.1936",torso,media outlet,"bite analysis, shark behaviour",bit victim on body,16.0
2,1936,nan,-33.78333333333333,151.28333333333333,1936-02-01,unknown,unknown,coastal,New South Wales,fatal,"manly, south steyne,  sydney",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,"sharpe, green, shark&survl, the canberra times 5.2.1936",other: body not recovered,media outlet,"bite analysis, shark behaviour, geographical location",unknown,14.0
2,1936,nan,-27.433333333333334,153.08333333333334,1936-02-01,miscellaneous,bit_scull_near_stern_,river,Queensland,uninjured,brisbane river,unprovoked,male,unmotorised boating,bull shark,Carcharhinus leucas,1.0,sun news 20.2.1936,other: uninjured,media outlet,"shark behaviour, geographical location, direct observation",bit scull near stern ,
3,1936,major_lacerations,-12.783333333333333,143.6,1936-03-01,bit_arm,bit_arm,island_open_ocean,Queensland,injured,cape direction,provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,"coppleson 1958, smh 9.4.1936",arm,media outlet,"bite analysis, shark behaviour",bit victim on arm,
3,1936,minor_lacerations,-12.166666666666666,143.38333333333333,1936-03-01,unknown,unknown,river,Queensland,injured,forbes island,unprovoked,male,swimming,whaler shark,Carcharhinidae,,"green, shark&survl, whitely.","arm, hand",book,"bite analysis, shark behaviour, geographical location",unknown,
4,1936,major_lacerations,-16.7,146.05,1936-04-01,bit_victim_on_arm,bit_victim_on_arm,ocean_pelagic,Queensland,injured,"arlington reef, green island",provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,"green, shark&survl, smh 23.4.1936","arm, torso, foot",media outlet,"bite analysis, direct observation",bit  victim on arm,16.0
5,1936,major_lacerations,-20.816666666666666,149.48333333333332,1936-05-01,attacked,bit_victim,coastal,Queensland,injured,mackay reef (area),provoked,male,snorkelling,shark_not_known,shark_not_known,,townsville daily bulletin 228.5.1937,leg,media outlet,unknown,bit victim,
6,1936,major_lacerations,-10.6,142.21666666666667,1936-06-01,bit_torso,bit_torso,island_open_ocean,Queensland,fatal,"torres strait, nepean island ",provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,"green, shark&survl, whitely, the argus 7.7.1936",torso,media outlet,"bite analysis, shark behaviour",bit victim on chest ,16.0
7,1936,major_lacerations,-20.816666666666666,149.48333333333332,1936-07-01,bit_torso,bit_torso,coastal,Queensland,injured,mackay (reef area),provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,northern standard 4.8.1936,torso,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim on torso,
8,1936,other_teeth_marks,-9.95,142.18333333333334,1936-08-01,unknown,unknown,island_open_ocean,Queensland,injured,"torres strait, mabuiag island",provoked,male,snorkelling,whaler shark,Carcharhinidae,,sharks & survival.,foot,book,"bite analysis, shark behaviour, geographical location",unknown,
11,1936,minor_lacerations,-31.983333333333334,115.53333333333333,1936-11-01,bit_leg,bit_leg,island_open_ocean,Western Australia,injured,rottnest island,provoked,male,swimming,wobbegong,Orectolobidae,1.0,daily examinter 26.11.1936,leg,media outlet,"bite analysis, shark behaviour, geographical location",bit leg,
11,1936,minor_lacerations,-33.95,151.15,1936-11-01,bit_foot,bit_foot,coastal,New South Wales,injured,"botany bay, brighton-le-sands",unprovoked,male,swimming,wobbegong,Orectolobidae,1.0,richmond river herald 1.12.1936,foot,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit foot,16.0
12,1936,major_lacerations,-32.9,151.75,1936-12-01,bit_leg,bit_leg,estuary_harbour,New South Wales,fatal,"throsby creek, newcastle",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,"coppleson, green, shark&survl, canberra times 14.12.1936.",leg,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on leg,16.0
1,1937,major_lacerations,-10.583333333333334,142.21666666666667,1937-01-01,unknown,unknown,island_open_ocean,Queensland,injured,torres strait,unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,,whitely.,unknown,book,"bite analysis, shark behaviour, geographical location",unknown,
2,1937,major_lacerations,-32.93333333333333,151.75,1937-02-01,bit_other,bit_victim_on_body,coastal,New South Wales,fatal,"bar beach, newcastle",unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,"sharpe, smh 15.2.1937","torso, leg",media outlet,"bite analysis, shark behaviour",bit victim on body,32.0
2,1937,minor_lacerations,-30.916666666666668,153.08333333333334,1937-02-01,bit_foot,bit_foot,coastal,New South Wales,injured,smoky cape lighthouse,unprovoked,male,swimming,wobbegong,Orectolobidae,1.0,the canberra times 12.1.1937,foot,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim on foot,
5,1937,major_lacerations,-19.45,146.6,1937-05-01,unknown,unknown,estuary_harbour,Queensland,fatal,"townsville, ross creek",unprovoked,male,swimming,bull shark,Carcharhinus leucas,,"sharpe, canberra times 17.5.1937","leg, hand",media outlet,"bite analysis, shark behaviour",unknown,33.0
8,1937,major_lacerations,-9.95,142.18333333333334,1937-08-01,bit_head,bit_head,island_open_ocean,Queensland,injured,"torres strait, mabuiag island",provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,"coppleson, shark&survl the argus 31.8.1937",head,media outlet,bite analysis,bit victim on head,
10,1937,other_teeth_marks,-28.633333333333333,153.61666666666667,1937-10-01,attacked,aggressive_towards_another_person,coastal,New South Wales,injured,byron bay beach,unprovoked,male,swimming,white shark,Carcharodon carcharias ,1.0,"baldridge ,green, sharpe. smh 25.10.1937",torso,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",aggressive towards another person,16.0
10,1937,major_lacerations,-28.166666666666668,153.51666666666668,1937-10-01,bit_other,bit_victim_on_body,coastal,Queensland,fatal,"kirra beach, coolangatta",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,"baldridge. d.stead, sharpe, the argus 28.10.1937","arm, torso, leg",media outlet,direct observation,bit victim on body,18.0
10,1937,major_lacerations,-28.166666666666668,153.51666666666668,1937-10-01,bit_other,bit_victim_on_body,coastal,Queensland,fatal,"kirra beach, coolangatta",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,"baldridge. sharpe, the argus 28.10.1937",torso,media outlet,direct observation,bit victim on body,18.0
11,1937,abrasion,-23.383333333333333,150.51666666666668,1937-11-01,grazed,grazed_victim_on_leg,river,Queensland,injured,"fitzroy river, rockhampton",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,cairns post 23.11.1937,leg,media outlet,"bite analysis, shark behaviour, geographical location",grazed victim on leg,
11,1937,major_lacerations,-18.533333333333335,146.23333333333332,1937-11-01,bit_leg,bit_leg,island_open_ocean,Queensland,injured,hinchinbrook channel,provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,"green, the advertiser 11.11.1937","calf, foot",media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim on leg,17.0
1,1938,major_lacerations,-18.133333333333333,146.25,1938-01-01,bit_leg,bit_leg,island_open_ocean,Queensland,injured,brook island nr townsville,provoked,male,fishing,tiger shark,Galeocerdo cuvier ,1.0,australian woman's weekly 22.10.1938,thigh,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim on leg,
1,1938,major_lacerations,-33.85,151.25,1938-01-01,bit_victim_as_he_jumped_into_the_water,bit_victim_as_he_jumped_into_the_water,estuary_harbour,New South Wales,injured,"lady martins beach, sydney harbour",provoked,male,swimming,bull shark,Carcharhinus leucas,1.0,"green, shark&survl, smh 15.1.1938","leg, foot",media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim as he jumped into the water,24.0
1,1938,nan,-34.03333333333333,151.15,1938-01-01,bit_object,bit_surf_ski,coastal,New South Wales,uninjured,"cronulla beach, sydney",unprovoked,male,boarding,white shark,Carcharodon carcharias ,1.0,"green, shark&survl, whitely, stead, argus 3.1.1938",other: uninjured,media outlet,"bite analysis, shark behaviour",bit surf ski,
3,1938,major_lacerations,-12.033333333333333,134.2,1938-03-01,bit_leg,bit_leg,estuary_harbour,Northern Territory,injured,liverpool river,unprovoked,male,unmotorised boating,whaler shark,Carcharhinidae,1.0,"green, shark&survl, the argus 16.3.1938",leg,media outlet,"bite analysis, shark behaviour",bit leg,
6,1938,nan,-10.566666666666666,142.16666666666666,1938-06-01,unknown,unknown,island_open_ocean,Queensland,fatal,thursday island area (unknown location),provoked,male,diving,shark_not_known,shark_not_known,,townsville daily bulletin 24.6.1938,other: body not recovered,media outlet,unknown,unknown,
7,1938,nan,-11.4,130.4,1938-07-01,unknown,unknown,island_open_ocean,Northern Territory,fatal,bathurst island,provoked,male,diving,whaler shark,Carcharhinidae,,"green, smh 12.8.1938",other: body not recovered,media outlet,shark behaviour,unknown,
10,1938,minor_lacerations,-27.433333333333334,153.16666666666666,1938-10-01,bit_foot,bit_foot,coastal,Queensland,injured,"moreton bay, wynnum",provoked,male,fishing,tiger shark,Galeocerdo cuvier ,1.0,the queenslander 12.10.1938,foot,media outlet,unknown,bit victim on foot,
11,1938,other_teeth_marks,-27.35,153.11666666666667,1938-11-01,bit_ankle,bit_ankle,coastal,Queensland,injured,"cribb island, brisbane",provoked,male,swimming,wobbegong,Orectolobidae,1.0,cairns post 28.11.1938,foot,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit ankle,
1,1939,nan,-29.416666666666668,152.33333333333334,1939-01-01,swam_at_victim,swam_at_victim,river,New South Wales,uninjured,"yamba, clarence river",provoked,male,fishing,bull shark,Carcharhinus leucas,1.0,"shark&survl, whitely, smh 16.1.1939",other: uninjured,media outlet,"shark behaviour, geographical location",swam towards victim,11.0
9,1939,major_lacerations,-9.95,142.16666666666666,1939-09-01,bit_leg,bit_leg,island_open_ocean,Queensland,injured,"torres strait, mabuig island",provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,"shark&survl, coppleson 1958, cairns post 27.9.1939",leg,media outlet,unknown,bit victim on leg,17.0
10,1939,major_lacerations,-16.716666666666665,154.68333333333334,1939-10-01,bit_foot,bit_foot,island_open_ocean,Queensland,injured,"double island beach, cairns",unprovoked,male,swimming,shark_not_known,shark_not_known,1.0,townsville daily bulletin 4.10.1939,foot,media outlet,unknown,bit foot,
10,1939,major_lacerations,-12.616666666666667,143.45,1939-10-01,bit_leg,bit_leg,island_open_ocean,Queensland,injured,"restoration rock, portland road",provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,"whitley p.20, green, courier mail 25.10.1939",thigh,media outlet,bite analysis,bit victim on right thigh,27.0
12,1939,surface_wound,-33.983333333333334,151.06666666666666,1939-12-01,brushed_past_victim,brushed_past_victim,river,New South Wales,injured,georges river,unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,"coppleson, shark&survl, barrier miner 29.12.1939",leg,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",brushed past victim,40.0
12,1939,major_lacerations,-21.166666666666668,149.23333333333332,1939-12-01,bit_leg,bit_leg,estuary_harbour,Queensland,fatal,"mackay, rubbish dump creek, pioneer river",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,"green, shark&survl, whitely, the argus 15.12.1939","leg, foot",media outlet,"bite analysis, shark behaviour",bit victim on leg,20.0
1,1940,major_lacerations,-10.566666666666666,142.21666666666667,1940-01-01,bit_head,bit_head,island_open_ocean,Queensland,injured,"thursday island, torre strait",provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,"baldridge, shark&survl. newspaper? article 28.6.1950",head,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim on head,
1,1940,minor_lacerations,-27.483333333333334,153.01666666666668,1940-01-01,bit_shoulder,bit_shoulder,river,Queensland,injured,"brisbane river, dutton park",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,cairns post 31.1.1940,"torso, shoulder",media outlet,"bite analysis, shark behaviour, geographical location",bit victim on shoulder,17.0
1,1940,minor_lacerations,-28,153.41666666666666,1940-01-01,bit_torso,bit_torso,coastal,Queensland,injured,"southport, surfers paradise",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,"coppleson, whitely, the argus 16.1.1940","arm, torso",media outlet,"bite analysis, shark behaviour",bit victim on torso,22.0
1,1940,major_lacerations,-33.95,151.15,1940-01-01,bit_leg,bit_leg,estuary_harbour,New South Wales,fatal,"botany bay, brighton-le-sands",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,"sharpe, shark&survl, stead 1963, canberra times 24.1.1940.","torso, leg",media outlet,unknown,bit victim on leg,13.0
2,1940,major_lacerations,-33.95,151.15,1940-02-01,bit_arm,bit_arm,estuary_harbour,New South Wales,fatal,"botany bay, brighton-le-sands",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,"sharpe, shark&survl, smh 5.2.1940",arm,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on arm,55.0
3,1940,minor_lacerations,-34.733333333333334,150.83333333333334,1940-03-01,bit_foot,bit_foot,coastal,New South Wales,injured,"gerringong, wollongong",provoked,male,snorkelling,wobbegong,Orectolobidae,1.0,"green, shark&survl, smh 21.3.1940",foot,media outlet,direct observation,bit victim on foot,
5,1940,minor_lacerations,-21.4,150.53333333333333,1940-05-01,bit_victim_unknown_location_,bit_victim_unknown_location_,island_open_ocean,Queensland,injured,mackay,unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,cairns post 31.5.1940,unknown,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim (unknown location),56.0
12,1940,major_lacerations,-32.85,151.83333333333334,1940-12-01,unknown,unknown,coastal,New South Wales,fatal,"stockton beach, newcastle",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,"green, shark&survl, ndsl journal, canberra times 30.12.1940",torso,book,"bite analysis, shark behaviour",unknown,23.0
10,1941,nan,-10.566666666666666,142.21666666666667,1941-10-01,attacked,bit_victim,island_open_ocean,Queensland,injured,"thursday island, torre strait",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,townsville daily bulletin 22.10.1941,unknown,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim,
10,1941,nan,-10.116666666666667,142.13333333333333,1941-10-01,attacked,bit_victim,island_open_ocean,Queensland,fatal,"torres strait, badu island",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,townsville daily bulletin 22.10.1941,unknown,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim,
11,1941,minor_lacerations,-26.466666666666665,110.26666666666667,1941-11-01,bit_leg,bit_leg,ocean_pelagic,Western Australia,injured,off carnarvon,unprovoked,male,swimming,shark_not_known,shark_not_known,1.0,kalgoorlie miner dec 1941,leg,media outlet,unknown,bit victim on leg,
12,1941,major_lacerations,-24.883333333333333,113.65,1941-12-01,bit_foot,bit_foot,estuary_harbour,Western Australia,injured,"the facine, carnarvon",unprovoked,male,swimming,bull shark,Carcharhinus leucas,1.0,the west australian 5.12.1941,foot,media outlet,"bite analysis, shark behaviour, geographical location",bit victim on foot,
1,1942,major_lacerations,-33.766666666666666,151.21666666666667,1942-01-01,bit_other,bit_victim_on_body,estuary_harbour,New South Wales,fatal,"bantry bay, sydney harbour",unprovoked,female,swimming,bull shark,Carcharhinus leucas,1.0,"sharpe, smh 5.1.1942",torso,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim on body,28.0
1,1942,nan,-33.78333333333333,151.28333333333333,1942-01-01,miscellaneous,bit_surf_ski_paddle,coastal,New South Wales,uninjured,"manly, fairy bower, sydney",provoked,male,boarding,white shark,Carcharodon carcharias ,1.0,smh 19.1.1942,other: uninjured,media outlet,unknown,bit surf ski paddle,
5,1942,major_lacerations,-17.7,146.51666666666668,1942-05-01,bit_arm,bit_arm,coastal,Queensland,injured,cairns (reef 160km south),provoked,male,snorkelling,tiger shark,Galeocerdo cuvier ,1.0,"green, shark&survl, cairns post 12.5.1942",arm,media outlet,direct observation,bit victim on arm,
8,1942,major_lacerations,-20.083333333333332,148.88333333333333,1942-08-01,bit_foot,bit_foot,island_open_ocean,Queensland,injured,"hook island, whitsunday islands",provoked,male,snorkelling,shark_not_known,shark_not_known,1.0,bowen independent 4.8.1942,leg,media outlet,unknown,bit victim on knee,
9,1942,major_lacerations,-16.783333333333335,145.7,1942-09-01,bit_leg,bit_leg,coastal,Queensland,injured,"trinity beach, cairns",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,"sharpe, green p.44, the west australian 25.10.1994",leg,media outlet,"bite analysis, shark behaviour",bit victim on leg,24.0
12,1942,major_lacerations,-33.766666666666666,151.21666666666667,1942-12-01,bit_leg,bit_leg,estuary_harbour,New South Wales,fatal,"bantry bay, sydney harbour",unprovoked,female,swimming,bull shark,Carcharhinus leucas,1.0,"sharpe, coppleson, smh 28.12.1942",leg,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim on leg,15.0
1,1943,minor_lacerations,-12.466666666666667,130.83333333333334,1943-01-01,bit_other,bit_back,coastal,Northern Territory,injured,darwin,unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,cairns post 18.1.1947,torso,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim on back,
1,1944,major_lacerations,-32.166666666666664,152.51666666666668,1944-01-01,bit_victim_board,bit_victim_board,coastal,New South Wales,injured,"forster, first beach",unprovoked,male,boarding,white shark,Carcharodon carcharias ,1.0,"coppleson, smh 15.1.1944",leg,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim & board,14.0
2,1945,minor_lacerations,-33.95,151.25,1945-02-01,bit_victim_on_hand,bit_victim_on_hand,coastal,New South Wales,injured,malabar bay,provoked,male,fishing,wobbegong,Orectolobidae,1.0,smh 8.2.1945,"arm, hand",media outlet,unknown,bit victim on hand,24.0
6,1945,nan,-16.716666666666665,145.66666666666666,1945-06-01,attacked,bit_victim_,coastal,Queensland,fatal,"trinity beach, double island, cairns",unprovoked,male,swimming,tiger shark,Galeocerdo cuvier ,1.0,"sharpe,baldridge, smh 19.6.1945",unknown,media outlet,"bite analysis, shark behaviour, geographical location, direct observation",bit victim ,
1,1946,minor_lacerations,-19.25,146.81666666666666,1946-01-01,bit_foot,bit_foot,coastal,Queensland,injured,townsville,unprovoked,male,swimming,shark_not_known,shark_not_known,1.0,coppleson 1958 & townsville daily bulletin 19.1.1946,foot,media outlet,unknown,bit victim on foot,12.0
